customer_id,customer_name,address,postal_code,latitude,longitude,tw_start,tw_end,ppl,ppl_freeze,volume_m3,weight_kg,vehicle_type,tour_id,service_time_min
7255,0431 H Union Geiranger Mat,Geiranger,6216.0,62.0969064350644,7.210824782504066,11:00,13:00,2.0,1.0,905.1,0.0,1,4302,20.0
6437,2752 Storfjord Hotel,Storfjordvegen 550,6260.0,62.4695645,6.6247074,11:10,13:10,1.5,0.5,512.7,0.0,1,4042,11.5
615,5311 Sagafjord Hotel,Sæbøvegen 26,6165.0,62.2073827,6.4796746,08:20,10:20,1.0,0.5,356.62,0.0,1,4501,8.2
9333,Akademiet Vgs Åles. Personal,Parkgata 2,6003.0,62.47337688692131,6.150479355545014,07:50,09:50,1.52,0.02,1168.5,0.0,1,4041,20.0
9335,Akademiet Vgs Åles.molo Elevk.,Parkgata 2,6003.0,62.47337688692131,6.150479355545014,07:50,09:50,2.0,1.0,956.3,0.0,1,4041,20.0
13026,Albatross Kantine Langsten,Langsten,6264.0,62.58450369621418,6.931375811371087,09:50,11:50,1.0,0.0,1306.0,0.0,1,4651,7.8
13018,Albatross Kantine Trohaugen,Trohaugen,6264.0,62.61227022543649,6.951520253700452,09:25,11:25,0.5,0.0,300.0,0.0,1,4651,5.3
8165,Ask Safety 460205,Ålesund,6002.0,62.47847214039045,6.221317642053911,11:35,13:35,1.0,0.5,112.15,0.0,1,4052,4.8
8284,Assist Ålesund,Ålesund,6002.0,62.47314845364815,6.332749342053573,07:00,16:00,1.0,0.0,587.8,0.0,1,4041,4.1
435,Aursnes Kiosk,Aursnes Kiosk & Bistro,,62.4102234,6.5497224,07:35,09:35,2.5,1.0,3081.0,0.0,1,4602,9.9
13275,Blakstad Barnehage,Blakstad,6008.0,62.39804415350882,6.465240986229796,10:45,12:45,0.5,0.0,300.0,0.0,1,4602,5.4
13097,Brasserie Posten Geiranger,Brasserie Posten,,62.10246354401172,7.20559217086633,10:00,12:00,1.5,1.0,207.45,0.0,1,4302,7.6
7395,Braud Digernes,Digernes,6057.0,62.49357866808252,6.6080342402015155,07:30,09:30,1.5,0.5,645.33,0.0,1,4651,9.0
7394,Braud Moa,Moa,6010.0,62.465082,6.35152,09:10,11:10,0.5,0.0,286.6,0.0,1,4101,8.6
8331,Brokiosken,LORKENESTORGET,6002.0,62.47102061779747,6.152337055544886,09:05,11:05,1.5,1.0,1276.43,0.0,1,4051,10.1
1646,Brygga Sportsbar,Brygga Sportsbar,,62.34237,5.846723,10:55,12:55,0.5,0.0,101.59,0.0,1,4701,11.8
3087,Bunnpris Broa,BROGATA 1,6005.0,62.469771,6.125637,19:50,21:50,5.5,1.0,5393.36,0.0,1,4055,13.3
3095,Bunnpris Hareid,Bunnpris Hareid,,62.368536,6.032497,07:20,09:20,7.85,2.0,7956.31,0.0,1,4701,16.9
3083,Bunnpris Ikornes,Ikornes,6222.0,62.386,6.55457,09:10,11:10,7.02,1.02,7504.75,0.0,1,4602,22.9
3079,Bunnpris Langevåg,Bunnpris Langevåg,,62.4376538,6.1879915,16:40,18:40,5.85,0.5,3276.85,0.0,1,4402,10.6
2943,Bunnpris Nørve,Bunnpris Nørve,,62.4708204,6.20156,09:55,11:55,6.5,2.0,6036.0,0.0,1,4051,12.8
3086,Bunnpris Olden,Bunnpris Olden,,61.835325,6.8048951,09:15,11:15,3.35,0.5,2975.54,0.0,1,4551,21.9
3071,Bunnpris Sjøholt,Bunnpris Sjøholt,,62.482209,6.81757,08:15,10:15,7.683,0.0,7750.41,0.0,1,4651,22.5
3054,Bunnpris Skansen,SKAREGATA 1,6002.0,62.474674,6.156916,15:45,17:45,1.0,0.0,678.6,0.0,1,4054,12.8
3076,Bunnpris Spjelkavik,Bunnpris Spjelkavik,,62.462997,6.363048,15:55,17:55,8.35,2.0,10550.23,0.0,1,4103,15.5
6340,Bunnpris Straumgjerde,Bunnpris Straumgjerde,,62.3333,6.59402,07:20,09:20,7.35,2.0,7451.46,0.0,1,4601,16.2
3078,Bunnpris Torghallen,NEDRE STRANDGATE 9,6004.0,62.4703741,6.1502732,16:40,18:40,4.85,1.0,5649.27,0.0,1,4054,14.7
3093,Bunnpris Ørsta,Bunnpris Ørsta,,62.199592,6.123608,17:50,19:50,1.0,0.0,737.1,0.0,1,4503,11.8
7872,Burger King Volda Avd.5087,Volda,6100.0,62.14136990562683,6.089761015049769,09:50,11:50,0.5,0.0,300.0,0.0,1,4502,6.0
2960,Cafe Nova,Café Nova,,62.34395,5.846097,10:45,12:45,0.0,0.0,30.0,0.0,1,4701,10.4
890,Centrumskiosken,Ålesund,6002.0,62.3416116,5.852814,10:10,12:10,3.0,1.0,2675.36,0.0,1,4701,12.3
1047,Christian Gaard Bygdetun As,Ålesund,6002.0,62.2537014,6.5032889,07:50,09:50,1.5,1.0,328.9,0.0,1,4501,8.7
9236,Dampsentralen,Ålesund,6002.0,62.4712525,6.1578843,09:40,11:40,1.0,0.0,653.3,0.0,1,4051,10.9
1847,Det Lille Napoli Ørsta,Det Lille Napoli,,62.201742,6.121598,18:50,20:50,0.5,0.0,6.6,0.0,1,4503,6.3
9267,Dirty Nelly,KIRKEGATA 1 A,6001.0,62.4707113,6.1493897,09:15,11:15,0.5,0.0,418.79,0.0,1,4051,5.7
333,Elmir Pizzeria,Ålesund,6002.0,62.3415117,5.6369561,10:40,12:40,1.0,0.0,917.1,0.0,1,4251,8.3
9018,Eurospar Blindheim,Gamle Blindheimsveg 25,6012.0,62.442025,6.371977,19:25,21:25,13.75,2.0,15603.1,0.0,1,4104,24.1
6360,Eurospar Hareid,Eurospar Hareid,,62.3718107,6.0279234,07:40,09:40,10.35,0.0,13877.34,0.0,1,4701,19.2
9200,Eurospar Larsgården,LARSGÅRDSVEGEN 19,6009.0,62.472382,6.240615,18:40,20:40,13.02,2.5,15361.58,0.0,1,4109,21.0
8900,Eurospar Moa,Eurospar Moa,,62.464817,6.3515225,09:30,11:30,17.363,1.0,22136.6,0.0,1,4101,17.9
7740,Eurospar Sykkylven,Eurospar Sykkylven,,62.39147562464948,6.57703545553984,06:50,08:50,20.14,1.5,23253.2,0.0,1,4601,12.9
4110,Eurospar Ørsta,Eurospar Ørsta,,62.196948,6.128328,17:20,19:20,9.56,1.0,11664.78,0.0,1,4503,24.1
9037,Eurospar Ålesund Storsenter,Rasmus Rønnebergs gate 21,6002.0,62.4723101,6.1583677,16:00,18:00,15.0,0.5,16170.92,0.0,1,4054,24.8
9310,Fabrikken Kulturscene,Ålesund,6002.0,62.47342029451986,6.1456303248554685,08:00,10:00,0.5,0.0,115.2,0.0,1,4041,6.9
8939,Facilitec Catering Nmk Avd 120,Ålesund,6002.0,62.47069839160189,6.23475969550118,07:15,09:15,3.5,1.0,3294.5,0.0,1,4101,9.2
8265,Facilitec Ulsteinvik,Ulsteinvik,6065.0,62.343318236855254,5.833683569028197,09:20,11:20,1.5,0.5,1246.23,0.0,1,4701,6.4
1372,Factory Ikornnes,Ikornnes,6222.0,62.3857933,6.5574374,10:10,12:10,1.52,0.52,1615.5,0.0,1,4602,13.9
1173,Fergekaia Fosnavåg,Fosnavåg,6090.0,62.326434,5.6364476,11:00,13:00,2.0,1.0,1664.12,0.0,1,4251,13.5
9061,Fergekaia Sunde,Sunde,6030.0,62.41409163237463,6.3270184690327085,13:35,15:35,2.0,1.0,1704.93,0.0,1,4401,7.3
8551,Fisketorget Avd Sentrum,Ålesund,6002.0,62.4712141,6.1588682,07:35,09:35,1.0,0.0,431.2,0.0,1,4041,10.8
907,Fiskå Brygge Gjestgiveri,Fiskå Brygge Gjestgiveri,,62.0974713,5.5578608,09:05,11:05,1.0,0.5,693.82,0.0,1,4351,8.9
2392,Hareid Kommune Felleskjøkken,Hareid,6060.0,62.37327,6.02403,08:30,10:30,2.0,0.5,651.0,0.0,1,4701,8.6
2388,Hareid Pizza Og Pub,Hareid,6060.0,62.37361,6.03022,16:35,18:35,1.5,0.5,541.8,0.0,1,4702,7.2
7920,Hatlane Omsorssenter 20204,Hatlane,6008.0,62.46139484112878,6.27624842670804,07:05,09:05,1.5,0.5,945.35,0.0,1,4101,5.0
11074,Hatløy Catering,Ålesund,6002.0,62.34094060443525,5.822360753689022,09:10,11:10,1.5,0.5,627.9,0.0,1,4701,7.2
1172,Havila Service Kantine,Ulsteinvik,6065.0,62.3219448,5.672553,08:52,10:52,0.5,0.0,282.52,0.0,1,4251,5.1
1171,Havila Service Resepsjon,Ulsteinvik,6065.0,62.3219448,5.672553,08:50,10:50,0.5,0.0,300.0,0.0,1,4251,7.4
2547,Herøy Omsorgssenter 324000,Herøy omsorgssenter,,62.3256584,5.64285,09:10,11:10,3.5,0.5,2947.4,0.0,1,4251,10.5
2620,Hjørundfjordheimen,Hjørundfjordheimen,,62.2081519,6.47653,08:40,10:40,1.5,0.5,840.99,0.0,1,4501,7.6
8066,Hofseth Aalesund,Ålesund,6002.0,62.49940566722627,6.35663484020189,13:10,15:10,1.5,0.5,887.1,0.0,1,4052,12.7
6712,Holmen Mat Og Drikke,Ålesund,6002.0,62.14397,6.0712,10:30,12:30,0.5,0.0,23.9,0.0,1,4502,10.4
1179,Horisont Restaurant As,Ålesund,6002.0,62.322083,5.671008,08:40,10:40,1.0,0.5,481.9,0.0,1,4251,7.1
8559,Hotel Noreg,KONGENS GATE 27,6002.0,62.4755287,6.1560491,07:35,09:35,0.5,0.0,78.4,0.0,1,4101,7.3
1057,Innvik As,Innvik,,61.8496326,6.6171088,10:35,12:35,1.0,0.5,512.2,0.0,1,4551,10.4
2700,Innvik Fjordhotell,Innvik Fjordhotell,,61.8500514,6.6111973,10:40,12:40,1.0,0.5,514.4,0.0,1,4551,7.8
899,Iss 422542 Nordea Ålesund,Ålesund,6002.0,62.4714696,6.1536135,07:55,09:55,1.0,0.5,439.7,0.0,1,4051,6.5
8531,Iss 422547 Tussa Hovdebygda,Hovdebygda,6160.0,62.17891026564585,6.083576499707371,08:35,10:35,0.5,0.5,44.1,0.0,1,4502,6.4
1177,Jafs Fosnavåg,Fosnavåg,6090.0,62.3426234,5.6321588,09:45,11:45,2.0,1.0,1423.15,0.0,1,4251,7.7
554,Joker Bellingen,Joker Bellingen,,62.2098407,6.477552,07:30,09:30,4.0,0.5,3423.29,0.0,1,4501,14.5
