customer_id,customer_name,address,postal_code,latitude,longitude,tw_start,tw_end,ppl,ppl_freeze,volume_m3,weight_kg,vehicle_type,tour_id,service_time_min
7921,Kantine Ålesund Rådhus 2024,Rådhusplassen 1,6002.0,62.4723,6.1536,07:55,09:55,0.5,0.0,300.0,0.0,1,1051,8.0
3550,Joker Geiranger,Joker Geiranger,,62.101089,7.205247,10:30,12:30,0.5,0.0,39.5,0.0,1,1302,43.6
7255,0431 H Union Geiranger Mat,Geiranger,6216.0,62.0969064350644,7.210824782504066,11:31,13:31,2.0,1.0,615.46,0.0,1,1302,20.0
13026,Albatross Kantine Langsten,Langsten,6264.0,62.58450369621418,6.931375811371087,09:35,11:35,1.5,0.0,1600.0,0.0,1,1651,7.8
13018,Albatross Kantine Trohaugen,Trohaugen,6264.0,62.61227022543649,6.951520253700452,09:10,11:10,0.5,0.0,300.0,0.0,1,1651,5.3
9142,Anno,Anno,,62.4714804,6.1512358,13:25,15:25,1.0,0.0,303.0,0.0,1,1052,9.7
8165,Ask Safety 460205,Ålesund,6002.0,62.47847214039045,6.221317642053911,11:45,13:45,1.5,0.5,419.73,0.0,1,1052,4.8
8288,Atlanterhavsparken Ålesund,Atlanterhavsparken,,62.46541603353335,6.096742457646023,09:05,11:05,0.0,0.0,30.0,0.0,1,1051,9.0
8527,"Borgund Vgs, Rest.og Matfag",Borgundvegen 340,6015.0,62.4683690434248,6.372648570889469,11:05,13:05,0.5,0.0,59.08,0.0,1,1052,5.4
7911,Borgundheimen Dagsenter 240040,Borgundvegen 92,6008.0,62.46536103179438,6.231785326708315,12:20,14:20,1.0,0.5,131.5,0.0,1,1042,12.6
9329,Brisk Avd Rådhuset,Rådhusplassen 1,6002.0,62.47103191547534,6.153919401829472,07:55,09:55,1.0,0.5,262.9,0.0,1,1051,7.6
3070,Bunnpris Brattvåg,Bunnpris Brattvåg,,62.596963,6.446316,09:20,11:20,8.5,1.0,8175.54,0.0,1,1151,12.3
3087,Bunnpris Broa,BROGATA 1,6005.0,62.469771,6.125637,13:15,15:15,1.0,0.0,799.81,0.0,1,1052,13.3
6343,Bunnpris Bryggja,Bunnpris Bryggja,,61.94095,5.455432,09:45,11:45,1.5,0.0,1898.7,0.0,1,1451,14.2
3096,Bunnpris Eid,Bunnpris Eid,,61.908742,5.985056,08:45,10:45,5.0,0.0,5167.45,0.0,1,1451,17.4
3095,Bunnpris Hareid,Bunnpris Hareid,,62.368536,6.032497,16:40,18:40,5.683,0.0,5481.37,0.0,1,1702,16.9
3083,Bunnpris Ikornes,Ikornes,6222.0,62.386,6.55457,08:00,10:00,8.333,1.0,8318.45,0.0,1,1601,22.9
3079,Bunnpris Langevåg,Bunnpris Langevåg,,62.4376538,6.1879915,17:15,19:15,5.166,0.0,5261.34,0.0,1,1401,10.6
2943,Bunnpris Nørve,Bunnpris Nørve,,62.4708204,6.20156,08:15,10:15,6.333,1.0,5199.62,0.0,1,1101,12.8
13116,Bunnpris Oldeide,Bunnpris Oldeide,,61.92819409502355,5.0814980420191995,10:25,12:25,1.0,0.0,1144.5,0.0,1,1451,17.0
3086,Bunnpris Olden,Bunnpris Olden,,61.835325,6.8048951,11:20,13:20,5.0,0.5,3000.61,0.0,1,1551,21.9
3071,Bunnpris Sjøholt,Bunnpris Sjøholt,,62.482209,6.81757,06:55,08:55,5.35,0.5,5773.9,0.0,1,1651,22.5
3054,Bunnpris Skansen,SKAREGATA 1,6002.0,62.474674,6.156916,12:45,14:45,1.0,0.0,746.2,0.0,1,1052,12.8
3076,Bunnpris Spjelkavik,Bunnpris Spjelkavik,,62.462997,6.363048,18:45,20:45,6.333,1.0,4591.64,0.0,1,1054,15.5
3092,Bunnpris Stad,Bunnpris Stad,,62.11918,5.318464,11:40,13:40,8.332,1.0,9573.6,0.0,1,1351,26.9
6340,Bunnpris Straumgjerde,Bunnpris Straumgjerde,,62.3333,6.59402,08:50,10:50,1.0,0.0,1060.57,0.0,1,1601,16.2
3097,Bunnpris Stryn,Bunnpris Stryn,,61.90424,6.71934,09:30,11:30,5.166,1.0,6135.1,0.0,1,1551,14.4
3078,Bunnpris Torghallen,NEDRE STRANDGATE 9,6004.0,62.4703741,6.1502732,13:05,15:05,1.0,0.0,868.0,0.0,1,1052,14.7
3077,Bunnpris Ulsteinvik,Bunnpris Ulsteinvik,,62.3397174,5.855376,08:40,10:40,6.166,1.0,5153.95,0.0,1,1701,16.0
3080,Bunnpris Valderøy,Bunnpris Valderøy,,62.499107,6.130952,17:35,19:35,7.666,1.0,7652.19,0.0,1,1752,17.4
3089,Bunnpris Valldal,Bunnpris Valldal,,62.297543,7.256927,08:55,10:55,5.683,0.5,5461.81,0.0,1,1201,30.0
3075,Bunnpris Vatne,Bunnpris Vatne,,62.544919,6.593203,07:50,09:50,2.0,0.0,1380.2,0.0,1,1151,16.1
3081,Bunnpris Vedde,Bunnpris Vedde,,62.437824,6.234944,16:10,18:10,7.666,0.5,7354.6,0.0,1,1401,14.8
3066,Bunnpris Volda,Bunnpris Volda,,62.14507,6.066253,09:00,11:00,4.0,0.5,4151.56,0.0,1,1501,17.0
3093,Bunnpris Ørsta,Bunnpris Ørsta,,62.199592,6.123608,17:05,19:05,8.016,0.5,7559.91,0.0,1,1503,11.8
6672,Burger King Digernes Avd 5065,Digernessundet,6057.0,62.49105,6.60778,07:25,09:25,0.5,0.0,300.0,0.0,1,1151,5.2
9018,Eurospar Blindheim,Gamle Blindheimsveg 25,6012.0,62.442025,6.371977,15:55,17:55,9.35,0.0,9289.35,0.0,1,1107,24.1
6360,Eurospar Hareid,Eurospar Hareid,,62.3718107,6.0279234,07:05,09:05,11.569,1.02,13225.23,0.0,1,1701,19.2
9200,Eurospar Larsgården,LARSGÅRDSVEGEN 19,6009.0,62.472382,6.240615,18:55,20:55,6.72,0.0,7111.91,0.0,1,1108,21.0
8900,Eurospar Moa,Eurospar Moa,,62.464817,6.3515225,12:30,14:30,14.7,0.5,13553.19,0.0,1,1103,17.9
7740,Eurospar Sykkylven,Eurospar Sykkylven,,62.39147562464948,6.57703545553984,07:10,09:10,7.02,1.02,9024.95,0.0,1,1601,12.9
7390,Eurospar Valderøy,Eurospar Valderøy,,62.50873478054889,6.128535867185325,18:00,20:00,8.906,2.0,9131.48,0.0,1,1752,22.6
4110,Eurospar Ørsta,Eurospar Ørsta,,62.196948,6.128328,17:15,19:15,7.85,0.0,6743.88,0.0,1,1502,24.1
9037,Eurospar Ålesund Storsenter,Rasmus Rønnebergs gate 21,6002.0,62.4723101,6.1583677,10:30,12:30,12.166,1.5,12047.14,0.0,1,1102,24.8
8260,Facilitec Brattvåg,Brattvåg,6270.0,62.604782055311624,6.445775869044751,10:00,12:00,2.0,1.0,674.58,0.0,1,1151,7.5
1372,Factory Ikornnes,Ikornnes,6222.0,62.3857933,6.5574374,08:20,10:20,2.5,0.5,1034.7,0.0,1,1601,13.9
7585,Giske Omsorgssenter,Valderhaug,6050.0,62.50051036969748,6.12429274020198,07:35,09:35,1.0,0.5,860.3,0.0,1,1751,7.3
11074,Hatløy Catering,Ålesund,6002.0,62.34094060443525,5.822360753689022,08:15,10:15,2.0,0.5,1329.5,0.0,1,1701,7.2
11085,Hatløy Catering As Avd. Expo,Ålesund,6002.0,62.340955545709114,5.822414397864239,08:25,10:25,1.0,0.5,646.6,0.0,1,1701,5.8
8531,Iss 422547 Tussa Hovdebygda,Hovdebygda,6160.0,62.17891026564585,6.083576499707371,08:15,10:15,1.0,0.5,595.9,0.0,1,1501,6.4
13181,Iss 422565 Haramsenteret,Haramsøya,6270.0,62.599102327669435,6.445705397880584,09:40,11:40,3.0,1.0,1829.6,0.0,1,1151,17.6
13017,Jets Vacuum,Spjelkavik,6010.0,62.36881225847811,6.018993799719342,08:00,10:00,2.0,0.5,1480.25,0.0,1,1701,6.4
554,Joker Bellingen,Joker Bellingen,,62.2098407,6.477552,10:30,12:30,3.0,0.5,2518.37,0.0,1,1501,14.5
796,Joker Fiksdal,Joker Fiksdal,,62.619325,6.8544077,09:55,11:55,4.5,1.0,3222.92,0.0,1,1651,18.2
13110,Joker Flatraket,Joker Flatraket,,61.97418895218931,5.226148270858267,12:05,14:05,3.5,1.0,3436.9,0.0,1,1451,15.4
3550,Joker Geiranger,Joker Geiranger,,62.101089,7.205247,10:30,12:30,5.5,1.0,2727.83,0.0,1,1302,20.0
3615,Joker Godøy,Godøya post i butikk,,62.4756673,6.0383892,09:45,11:45,5.5,1.0,5822.06,0.0,1,1751,18.6
2218,Joker Gursken,Joker Gursken,,62.216106,5.649571,07:25,09:25,6.833,1.0,6435.26,0.0,1,1351,9.8
5280,Joker Hellesylt 708000993239,Hellesylt,6218.0,62.08441,6.86958,11:10,13:10,3.5,0.5,2420.26,0.0,1,1601,19.0
4070,Joker Larsnes,Joker Larsnes,,62.20638,5.5715076,07:55,09:55,7.0,1.0,7578.75,0.0,1,1351,16.9
1126,Joker Loen,Joker Loen,,61.8718144,6.8480974,10:15,12:15,2.0,0.0,2289.25,0.0,1,1551,14.3
7755,Joker Stordal,Joker Stordal,,62.38233549471638,6.993128782522092,07:55,09:55,5.25,1.0,4034.39,0.0,1,1201,19.9
6170,Joker Sæbø,Joker Sæbø,,62.2093322,6.475321,10:15,12:15,2.0,0.5,1198.52,0.0,1,1501,10.4
1890,Joker Tomrefjord,Joker Tomrefjord,,62.582343,6.93098,09:20,11:20,6.0,1.0,5423.3,0.0,1,1651,16.6
6011,Joker Utvik,Joker,,61.8068792,6.519064,12:00,14:00,4.0,1.0,2577.99,0.0,1,1551,14.9
7018,Joker Vatne,Joker Vatne,,62.56022221657683,6.617389699731481,08:00,10:00,3.0,0.5,2575.18,0.0,1,1151,13.6
1715,Joker Vikane,Vigra post i butikk,,62.558128,6.0969425,08:15,10:15,5.5,1.0,5035.96,0.0,1,1751,14.6
4205,Joker Åheim,Joker Åheim,,62.036511,5.5298,10:55,12:55,3.0,0.5,1331.3,0.0,1,1351,22.4
3148,Joker Åram,Joker Åram,,62.1738267,5.4411348,09:25,11:25,3.0,0.5,2333.34,0.0,1,1351,10.7
6731,Kantina Berte Kanutte Huset,Ålesund,6002.0,62.14791,6.08257,08:45,10:45,2.02,0.52,2285.7,0.0,1,1501,11.5
9305,Kantine Tafjord Kraft,Ålesund,6002.0,62.47232489023988,6.366369369036346,07:25,09:25,1.0,0.5,585.86,0.0,1,1051,6.2
355,Kiwi 827 Ørsta,Kiwi Meieribygget Ørsta,,62.2030441,6.1456416,16:50,18:50,9.77,0.0,11690.56,0.0,1,1502,26.6
7642,Kiwi 830 Skjellebreida Volda,Volda,6100.0,62.14566073195188,6.074217711343333,17:40,19:40,9.766,0.5,10469.41,0.0,1,1503,22.9
9045,Kiwi 832 Sundgata,SUNDGATA 8,6003.0,62.471056,6.166693,19:30,21:30,10.2,0.5,8948.35,0.0,1,1108,22.9
2958,Kiwi 841 Skodje,Kiwi Skodje,,62.5033919,6.6966718,06:50,08:50,9.85,2.0,10825.51,0.0,1,1151,19.6
2936,Kiwi 843 Volda,Kiwi Volda,,62.1467135,6.0889177,18:30,20:30,14.803,0.0,18321.09,0.0,1,1503,26.0
2935,Kiwi 844 Sykkylven,Kiwi Sykkylven,,62.3913141,6.5816796,07:25,09:25,14.41,1.0,18399.29,0.0,1,1601,26.5
9093,Kiwi 849 Skarbøvik,SKARBØVIKGATA 25,6006.0,62.4666932,6.114175,20:00,22:00,10.616,1.0,12229.67,0.0,1,1108,26.9
2931,Kiwi 901 Nørve,NØRVEGATA 23,6008.0,62.4715115,6.2065205,13:05,15:05,20.883,0.0,25719.36,0.0,1,1103,25.4
2932,Kiwi 902 Spjelkavik,SPJELKAVIKVEGEN 42,6010.0,62.463529,6.364485,19:05,21:05,18.06,2.0,24225.24,0.0,1,1054,32.2
2914,Kiwi 903 Måløy,Kiwi Deknepollen,,61.9332879,5.11266,10:45,12:45,5.0,0.0,5367.04,0.0,1,1451,27.2
2920,Kiwi 905 Eggesbønes,Eggesbønes,6008.0,62.32582,5.63805,17:35,19:35,11.45,0.5,12667.12,0.0,1,1252,25.3
2927,Kiwi 906 Deknepollen,Kiwi Deknepollen,,61.9230879,5.1502,10:10,12:10,4.35,0.0,4586.78,0.0,1,1451,30.2
2908,Kiwi 908 Klokkersund,NEDRE KLOKKERSUNDVEGEN 2,6015.0,62.466608,6.246044,16:15,18:15,12.283,0.0,12424.69,0.0,1,1053,24.9
2939,Kiwi 909 Flisnes,FLISNESVEGEN 1,6012.0,62.4319749,6.4127797,16:40,18:40,14.936,0.0,20001.96,0.0,1,1107,29.4
2942,Kiwi 910 Kverve,Kverve,6008.0,62.49102,6.1913,06:50,08:50,11.2,1.0,12455.25,0.0,1,1751,18.3
2946,Kiwi 911 Fiskarstrand,Fiskarstrand,6037.0,62.4402429,6.2730816,15:40,17:40,7.683,0.0,8015.33,0.0,1,1401,17.6
2948,Kiwi 912 Stranda,Kiwi Stranda,,62.307148,6.945131,10:25,12:25,8.183,0.5,8888.47,0.0,1,1601,20.9
2950,Kiwi 913 Stryn,Kiwi Stryn,,61.903006,6.71997,09:00,11:00,7.623,0.5,8619.6,0.0,1,1551,32.7
2928,Kiwi 914 Ulsteinvik,Kiwi Ulsteinvik,,62.3402676,5.854927,18:30,20:30,17.363,0.0,24194.71,0.0,1,1702,44.0
2953,Kiwi 915 Valderøy,Valderøy,6050.0,62.5068,6.10245,17:00,19:00,11.549,0.0,12988.92,0.0,1,1752,24.0
2955,Kiwi 916 Kremmergaarden,RASMUS RØNNEBERGS GATE 6,6002.0,62.4712466,6.1538577,07:15,09:15,12.2,1.0,11180.2,0.0,1,1101,33.3
2957,Kiwi 917 Myrvåg,Kiwi Myrvåg,,62.277182,5.80352,07:15,09:15,11.9,0.0,13384.55,0.0,1,1251,31.3
2959,Kiwi 918 Langevåg,Kiwi Langevåg,,62.4407026,6.1998007,16:40,18:40,11.829,0.0,13706.55,0.0,1,1401,23.5
2956,Kiwi 919 Nedre Strandgate,NEDRE STRANDGATE 51,6005.0,62.470082,6.140048,07:45,09:45,7.85,1.0,7378.16,0.0,1,1101,20.2
2947,Kiwi 920 Breivika,LERSTADVEGEN 545,6018.0,62.471726,6.363353,15:30,17:30,13.676,0.0,15882.87,0.0,1,1053,27.6
2930,Kiwi 921 Vestnes,Kiwi Vestnes,,62.6235306,7.0902534,08:05,10:05,12.476,1.5,15299.59,0.0,1,1651,30.3
2963,Kiwi 922 Nordfjordeid,Kiwi Nordfjordeid,,61.9099355,5.9954311,08:10,10:10,4.17,0.0,6551.53,0.0,1,1451,23.4
2940,Kiwi 923 Hatlane,SMEDGARDEN 1,6016.0,62.4604828,6.2686763,15:30,17:30,11.366,1.0,14226.94,0.0,1,1104,20.9
2961,Kiwi 924 Vallekrysset,Vallekrysset,6013.0,62.47913,6.66524,06:55,08:55,10.2,0.0,11247.16,0.0,1,1201,17.8
2937,Kiwi 925 Meieribygget Ørsta,Ørsta,6150.0,62.1991,6.12729,17:40,19:40,12.133,1.0,13183.23,0.0,1,1502,20.0
3903,Linja Dragsund Kant.306834-1,Ålesund,6002.0,62.27698,5.80906,07:55,09:55,1.0,0.5,409.4,0.0,1,1251,6.3
3735,Meny Fosnavåg,Meny Fosnavåg,,62.34287,5.6306574,18:30,20:30,7.893,1.0,8464.85,0.0,1,1252,23.6
8620,Meny Lerstad,LERSTADVEGEN 291,6015.0,62.468368,6.292074,16:15,18:15,10.183,1.0,12414.49,0.0,1,1104,32.6
8595,Mf Skopphorn Catering 100004,Ålesund,6002.0,62.43232212891989,6.496833261726676,15:50,17:50,1.0,0.5,310.9,0.0,1,1602,5.3
8475,Mf Sunnylvsfjord 100004,Sunnylvsfjord,6216.0,62.30913593228336,6.9491812596106,10:40,12:40,0.5,0.0,211.8,0.0,1,1601,6.1
1189,Mmc First Process Kantine,Digernes,6057.0,62.3229173,5.6762447,08:45,10:45,1.5,0.5,814.37,0.0,1,1251,9.3
3981,Nogva Motorfabrikk,Ulsteinvik,6065.0,62.55125,6.27682,11:00,13:00,1.5,0.5,778.1,0.0,1,1151,14.5
8032,Nor F. Optimar,Ulsteinvik,6065.0,62.52680947040246,6.122298040203606,07:50,09:50,0.5,0.0,300.0,0.0,1,1751,8.4
8059,Nor F. Røysegata,Røysegata,6002.0,62.471202309113046,6.16501092695899,12:20,14:20,0.5,0.0,100.82,0.0,1,1052,6.8
8057,Nor F. Spareb. 1 Smn,Ålesund,6002.0,62.47264569632019,6.15696615554497,08:10,10:10,0.5,0.0,300.0,0.0,1,1051,6.6
7620,Nor F. Stokke Kantine,Ålesund,6008.0,62.47252398961179,6.160399770889733,08:30,10:30,1.0,0.5,490.28,0.0,1,1051,8.6
8073,Nor F. Vard Electro,Brattvåg,6270.0,62.533827905665206,6.589812470893596,08:30,10:30,1.5,0.5,626.98,0.0,1,1151,6.9
7489,Norbruk Vard Søvika,Søvika,6065.0,62.548403034176104,6.274702915075471,11:20,13:20,1.5,0.5,916.0,0.0,1,1151,10.8
2373,Posten Restaurant Og Bar,Ålesund,6002.0,62.37033,6.02724,17:00,19:00,2.0,0.5,1531.35,0.0,1,1702,9.4
7939,Rabbevågen Barnehage,Rabbevågen barnehage,,62.43481916537007,6.349723053689216,11:00,13:00,1.5,1.0,147.0,0.0,1,1042,6.8
5901,Rem-servering,Ulsteinvik,6065.0,62.343,5.85,09:00,11:00,2.0,0.5,1358.92,0.0,1,1701,5.4
9193,Renholdssenteret As,Ålesund,6008.0,62.473351103937226,6.348881496019247,11:15,13:15,0.5,0.0,275.1,0.0,1,1052,4.0
8850,Scandic Parken Hotell Mat,Storgata 16,6002.0,62.4745,6.161,12:35,14:35,1.0,0.0,303.0,0.0,1,1052,7.8
7325,Snorrebuda,Ålesund,6002.0,62.34372301551794,5.844201142045377,17:55,19:55,4.5,0.5,4150.63,0.0,1,1702,7.7
13251,Solsikka Barnehage,Solsikka barnehage,,62.10219491390758,5.5613416436133045,10:30,12:30,0.0,0.0,0.0,0.0,1,1351,3.5
9055,Spar Eidsnes,SOLAVÅGSEIDET 76,6037.0,62.4273801,6.3156902,17:15,19:15,5.85,0.0,4840.41,0.0,1,1107,17.2
4220,Spar Ellingsøy,Spar Ellingsøy,,62.504485,6.39643,06:30,08:30,5.4,1.0,3939.54,0.0,1,1751,16.3
880,Spar Fiskåbygd,Spar Fiskåbygd,,62.1004082,5.5579294,10:05,12:05,4.5,0.0,3815.16,0.0,1,1351,20.2
1845,Spar Fosnavåg,Spar Fosnavåg,,62.328847,5.634835,18:00,20:00,8.62,1.0,8156.31,0.0,1,1252,20.0
2170,Spar Hornindal,Spar Hornindal,,61.9677067,6.5253155,08:10,10:10,5.85,1.0,4998.2,0.0,1,1551,22.8
5550,Spar Hovdebygda,Spar Hovdebygda,,62.1827871,6.0843433,07:45,09:45,5.85,1.0,4717.4,0.0,1,1501,15.4
1090,Spar Langevåg,Spar Langevåg,,62.4421478,6.1903413,17:05,19:05,3.5,0.5,1904.0,0.0,1,1401,13.1
4235,Spar Raudeberg,Spar Raudeberg,,61.9817494,5.1359776,11:10,13:10,4.35,0.0,3451.82,0.0,1,1451,24.2
8697,Spar Spjelkavik,Spjelkavikvegen 61,6010.0,62.4622693,6.3640886,09:30,11:30,10.683,1.0,11720.8,0.0,1,1051,19.0
6600,Spar Straumane,Spar Straumane,,62.3160888,5.84408243,09:05,11:05,3.85,0.0,3555.1,0.0,1,1701,18.7
6780,Spar Svingen,Spar Svingen,,62.3115806,6.9180612,10:15,12:15,8.5,0.5,9780.1,0.0,1,1601,14.0
